att,rlx,del,the,lal,hal,hbe,lbe,lga,mga,result
61,29,146237,65897,9210,16475,11212,25124,3295,3788,down
77,14,12771,4803,3841,7349,12581,7297,7124,3790,up
61,20,83292,101968,34579,30641,11813,12481,11513,3798,down
54,67,16896,9011,5172,14411,6976,17091,4447,3803,up
56,67,14729,20830,10487,6853,3439,7735,1346,3817,up
41,84,226813,51902,41724,4065,5279,15929,8703,3818,down
60,40,853225,169705,27939,8500,12029,39090,4936,3819,down
91,93,24702,19646,29032,17321,12552,7564,5458,3820,right
83,38,144412,189479,29325,20452,10337,15803,5505,3823,left
53,27,53625,41948,19290,9603,9334,19964,6484,3824,down
75,7,38340,51846,17359,7955,8666,14640,8346,3829,up
47,51,165185,96821,1888,34973,15361,19570,4495,3834,left
63,47,293200,100638,12007,28950,11783,25557,9489,3834,down
87,66,52013,40721,5919,8983,2188,5115,494,3839,right
51,96,255245,71495,24312,12477,9734,10009,4728,3840,left
67,53,14889,48242,9526,6824,7158,6371,7908,3840,up
60,54,39655,25321,3102,6999,5134,4523,3041,3845,up
64,53,187912,74125,45134,36867,10720,14000,6999,3846,down
80,83,80365,47557,7266,11039,14043,4555,4058,3847,right
64,38,40745,4680,14211,3706,5937,14622,5041,3853,up
69,69,277897,114204,14783,34749,7183,24719,3110,3854,down
67,88,156822,22878,16085,14091,6417,10176,3132,3854,right
81,69,109707,50171,3911,7045,9189,18437,2484,3856,left
56,1,55373,121019,2715,7930,8685,32720,4608,3863,down
77,66,247142,32173,15576,2985,4814,13767,7480,3864,up
47,29,84851,122451,25928,14990,13754,17588,9410,3869,down
56,51,561828,170592,18797,18537,6582,4765,4345,3871,up
61,48,31103,34979,3730,12868,9002,7663,5566,3884,up
54,17,105827,181953,6992,5412,11280,8038,10016,3885,left
41,27,280194,35976,47112,38462,12814,26277,4100,3897,down
94,100,62452,16929,15881,47731,14678,18914,3273,3908,right
17,47,146818,162806,29754,9957,10773,31338,9092,3908,left
81,63,227022,51614,16291,16704,5653,19415,2107,3909,right
67,54,27131,11427,25877,10308,8744,15433,2961,3914,up
56,61,120591,66837,15033,26923,7771,12973,3389,3921,left
1,35,335419,117761,29715,25374,7137,23019,3972,3921,up
69,69,64432,9311,13678,13297,10981,23354,2664,3934,right
47,10,47698,71106,7858,5295,7844,20700,5700,3935,up
38,56,18420,18250,15088,5425,3965,6333,2903,3939,up
54,1,504992,149450,3521,39312,9977,26354,11405,3942,down
60,48,671397,118843,21548,10365,8876,21124,6194,3947,down
78,91,147781,47499,20669,6066,7870,10994,2336,3951,right
41,63,95983,48676,34475,60992,8907,23089,5505,3955,left
77,27,25103,14441,6837,11393,6182,14021,4804,3959,up
44,37,38852,24538,31155,17958,14787,14365,5870,3962,left
75,27,744471,239140,22348,23323,10319,11571,6957,3962,down
64,41,15925,23518,9284,6435,11116,12496,2689,3963,up
56,38,115463,132112,36981,19450,8271,20689,19481,3965,down
84,70,24501,19875,18763,25949,7130,8616,2810,3966,right
67,56,23121,7023,15225,18843,4939,15954,2164,3967,up
50,44,220966,78976,7465,4645,14583,18173,8800,3979,down
61,78,37202,13831,12613,17433,3645,6173,2806,3996,up
70,35,173930,48441,16005,17265,11847,12515,4374,4004,left
43,30,67740,8239,16440,13599,6090,11693,4590,4008,up
69,93,166513,33162,85791,55447,30222,14037,2249,4011,down
69,50,23786,14623,14558,17900,4903,19256,3035,4021,up
17,30,3202,9304,4436,8764,8283,9872,3269,4054,up
60,60,25379,18932,14473,10865,5193,13998,3005,4058,up
61,10,160451,65833,57256,13162,7389,6671,5221,4062,left
63,44,13168,20168,5758,5596,12712,12363,8032,4062,up
56,27,215048,24912,21667,17914,6885,14884,4279,4066,left
75,93,320228,132478,58870,42924,11254,18980,3157,4071,down
50,80,61039,13713,21435,12442,5823,11843,1895,4072,right
67,48,276687,77544,18197,22648,9439,22000,4087,4075,down
57,56,618797,73980,26562,23483,7592,17000,6612,4082,down
47,47,75281,133615,31120,44634,15649,14148,15448,4083,down
66,88,178470,70025,21435,26545,7550,14314,9403,4085,down
74,29,591392,32623,17352,4807,2595,2821,3353,4097,down
61,64,618872,57170,10354,22145,8476,16994,10732,4098,down
88,50,254719,61093,19237,4097,7865,10195,5920,4105,down
78,56,4521,19010,13896,8955,13245,6152,13557,4106,up
64,67,590712,125655,36496,26909,9260,28595,5826,4124,down
38,63,58375,39065,1434,53421,9950,34480,6486,4130,down
40,13,98623,121058,28304,22638,14254,12652,4785,4138,down
40,61,10240,35460,8630,10407,5437,5664,1638,4141,up
69,54,8130,7155,3610,6811,4696,10546,1990,4147,up
66,37,126529,163549,11889,10143,15698,37275,4052,4153,left
23,44,152983,70030,8257,12472,9907,5327,4410,4153,left
53,44,72795,34247,21970,27611,7311,10314,6791,4156,left
1,48,190600,69072,26592,18554,32950,36967,5573,4160,left
56,63,220965,48232,6337,32767,6786,14412,6092,4163,down
50,53,93976,147933,2324,19106,15629,17034,7347,4178,left
84,83,212639,35970,13291,24502,9455,8478,4075,4180,down
54,57,106710,97466,27946,17001,8185,6719,3365,4181,left
60,30,1241425,201319,36735,9968,19136,50709,7717,4181,left
88,20,421017,61249,40376,44260,16974,14526,4162,4191,left
77,53,18999,10899,3898,6457,11040,11461,4461,4192,up
37,63,221134,59341,42681,20950,11641,39565,9644,4199,down
80,38,22746,15751,6532,2340,6818,9672,4562,4204,up
29,26,224976,169480,65771,30287,16623,48828,9709,4207,down
54,57,1519760,96855,24935,10935,12090,6963,8702,4213,down
61,23,2282422,187726,58916,18340,13665,13954,8585,4215,left
83,24,6195,8075,3788,13683,13577,10658,8929,4217,up
47,66,123160,66221,10647,25150,9674,7988,6094,4223,down
96,16,1534871,258544,50418,10034,14142,15982,1995,4233,left
14,8,558249,73178,7428,17298,7191,15613,6242,4239,up
69,50,151340,35648,16240,30833,12742,12850,3103,4249,left
60,61,116397,137195,9818,33560,13271,32882,2459,4251,left
64,29,91835,162312,766,13113,6988,9877,2702,4252,left
51,69,130002,205257,61557,72067,16428,8728,8658,4254,left
60,57,31436,15214,25189,5035,9465,7587,9782,4257,up
61,61,821315,53985,14741,21921,9773,14424,2713,4269,left
80,64,277063,189452,30897,16376,11611,27512,8713,4281,down
48,43,1141815,52968,25527,6446,11176,15150,1938,4284,left
100,80,362493,89707,65256,46789,24068,8543,9115,4284,down
17,47,15245,27404,13958,20454,3461,13758,2267,4285,up
43,48,93162,31274,22812,4852,4259,4405,2507,4287,up
74,66,448857,50681,53722,15658,4427,20894,3218,4290,down
29,53,217943,49144,12286,19606,6428,8948,4047,4291,right
96,67,266221,34207,42734,11194,21565,7834,4275,4304,down
78,57,232081,50198,18838,41033,8698,27249,6160,4304,down
100,70,128895,41332,18081,22367,16695,21896,4019,4308,down
54,24,98585,80920,16122,16667,5769,4676,4104,4334,left
51,53,665004,99913,31975,7716,9227,7039,3470,4338,down
96,43,18139,7327,13654,3285,7765,22551,13752,4347,up
60,41,253507,79086,9291,14099,6641,24134,6757,4348,left
60,51,316089,98124,3163,13558,7838,11669,3447,4355,down
37,47,1050596,43205,32201,14109,13417,9411,6979,4356,left
64,26,97197,64855,15341,10464,6718,19327,2458,4359,left
87,60,257115,50139,76810,14543,20670,19123,4101,4361,down
57,48,127690,76032,22581,11243,18748,25396,9820,4361,down
34,61,985631,231047,27626,34785,7839,35550,11363,4365,down
43,74,49086,61384,7223,12241,7689,13287,3070,4369,right
70,61,5825,20257,3555,10215,4736,6976,3271,4369,up
100,48,16280,4684,20761,8087,7323,13831,4124,4369,up
83,37,12561,10253,14752,11389,5575,8989,3610,4387,up
48,37,147988,161006,47313,7261,10143,27574,5737,4389,left
44,78,43229,13320,15212,9287,3707,4604,6306,4394,up
41,29,173542,130208,20719,11663,8568,17039,6234,4395,down
93,30,199629,113304,30643,38800,8733,18111,3686,4410,left
61,38,92181,106419,23642,8412,6427,15261,3495,4411,left
37,44,199467,89285,37857,14237,13635,9456,5177,4414,left
56,48,4553,12447,4960,8467,3864,9094,3919,4424,up
69,35,25643,20396,7802,11815,10995,11859,10189,4430,up
84,43,233013,173022,9382,9890,4678,5132,3724,4438,left
44,60,9753,8408,3452,10476,1603,13577,2916,4445,up
56,69,378298,36478,53202,15046,9259,21390,7995,4446,down
64,83,86575,84944,29040,33781,15506,20373,6046,4448,left
38,41,20112,30228,20592,16476,7447,7501,4691,4451,up
60,23,5074,26085,15350,27399,9597,12198,8321,4451,up
83,48,345624,131665,20919,18988,9682,24057,3914,4470,down
16,40,57843,104856,51738,21708,13346,44328,4064,4472,left
51,57,64330,65857,2358,30184,6158,19878,4654,4473,left
53,70,83095,38401,5596,5832,7261,5941,4784,4478,right
43,64,825024,214051,9817,13630,14950,12453,10649,4479,down
87,41,7028,6828,13426,2697,14952,12101,4911,4482,up
80,47,3480,27244,14284,9002,15062,18920,3096,4483,up
53,54,622269,109786,13580,17838,13540,26230,6133,4484,down
54,37,85007,47028,22021,8798,4707,15786,2776,4489,left
51,78,140747,119079,1511,35223,13133,6954,9615,4490,left
100,10,352684,242605,19435,25983,14704,24717,5885,4498,left
53,64,183850,63422,20454,41297,15595,18209,6102,4499,down
51,26,215011,114053,9350,24278,7632,13682,6743,4506,down
47,17,302124,225750,26611,32951,16586,9908,9858,4512,down
48,38,119462,173049,39877,25659,14156,17396,7323,4514,down
56,50,134445,148993,21293,12167,9641,15079,4414,4528,left
57,100,213377,62633,56967,13199,9471,36874,5507,4539,left
64,26,32331,39301,29445,6880,7182,14820,3222,4542,right
51,29,99969,104886,25312,26178,5806,43005,2847,4551,left
70,53,386087,17739,2683,3231,15627,16852,7674,4551,down
34,29,315703,105643,9917,26354,10927,18787,8111,4573,down
64,74,230082,101842,46428,17483,12804,32894,5341,4576,down
61,17,553367,140680,25303,9721,12357,10547,5279,4584,down
35,44,12921,33792,10126,8310,2614,6235,5822,4596,up
56,64,759127,52970,27222,22202,13848,11610,7092,4606,left
1,27,378763,193820,8966,5718,6321,6886,4888,4609,down
34,50,527943,92202,21479,34048,11941,21303,7044,4612,down
64,26,149414,114981,16958,13880,13228,22294,8148,4612,down
30,51,175530,74717,60751,32246,9373,22061,2944,4616,left
94,50,22778,81588,9187,5064,11063,30770,4569,4620,left
53,21,465970,295432,31394,62176,12125,23378,5296,4624,down
94,66,427126,37058,16326,13693,9288,25424,9630,4624,down
81,23,155188,55199,33054,30090,9589,17959,6739,4627,left
37,41,10414,12780,4447,12844,4647,10984,9439,4641,up
80,41,123185,57129,10866,14777,8327,26222,14033,4648,down
34,54,164975,107173,60204,20478,8257,32326,4780,4658,left
75,94,414823,117600,28083,28509,11638,19915,9611,4660,down
57,61,15453,29487,14866,7163,7376,6937,5600,4665,up
74,27,516316,97377,21986,29731,8254,21975,4372,4669,down
60,29,367280,217829,8964,14871,8511,43549,8368,4674,down
47,14,243050,68101,23319,9329,13247,6431,5592,4675,down
61,38,50923,98091,26915,5218,16981,10960,8263,4679,down
100,78,14791,6099,8521,17879,9270,14437,1866,4683,right
93,44,153435,151496,60055,37210,7934,29168,6010,4686,left
60,91,135593,247964,58186,38731,11397,10273,9114,4687,left
53,84,273752,207569,5361,18807,6377,14813,3847,4698,left
63,61,417971,140936,13619,37426,13628,5385,8333,4706,down
69,34,266927,185002,33576,19009,18633,44141,7118,4714,down
13,57,72953,83955,21108,14040,12723,23228,5718,4715,left
37,43,823637,357588,44616,10111,6716,14749,4109,4718,down
78,48,74195,57804,46892,6770,7586,11672,6857,4719,down
40,23,302097,58002,28775,12506,12451,29011,7013,4719,left
80,26,147526,105064,29617,6101,6917,16695,10242,4725,down
61,60,63424,28812,38054,16439,11624,11035,4507,4750,down
67,57,28573,41648,3767,13419,4417,13522,3424,4755,right
56,47,525749,93393,13677,42255,8067,12771,7783,4755,down
74,56,91695,139285,43062,23148,8658,34500,1425,4768,left
56,56,105220,103766,13264,45438,6828,15832,8034,4784,down
100,27,159136,33021,79761,28574,9044,15436,7983,4789,left
87,17,14428,14585,4631,2988,16313,14488,10572,4790,up
40,43,155388,94862,7354,35023,16741,14953,6383,4813,down
90,54,540612,24220,3298,10755,13639,8674,5639,4814,down
47,29,80626,54193,6247,5139,5384,6694,4050,4835,down
48,24,206150,84344,9609,21201,6193,19401,3942,4837,left
54,74,166598,41410,8114,11432,10104,9066,3655,4839,right
50,27,140341,87270,12188,7817,5196,21613,4054,4844,left
100,43,268640,294226,74410,33067,18519,23939,6474,4844,left
23,21,43506,28441,53310,10985,8283,34160,10043,4859,up
24,63,56299,66038,9705,9341,5293,18941,7528,4880,left
51,4,438527,191837,41355,23790,5880,12316,12695,4885,down
56,77,115856,7861,30799,10677,7129,10340,4812,4895,right
53,44,9847,6250,5484,8623,6484,3554,6738,4896,up
81,35,1097191,270679,82312,9070,27069,17700,5947,4904,left
51,47,54666,22844,15544,25726,10445,14277,4380,4905,up
80,56,346458,56838,2400,59774,15262,11600,4044,4906,down
70,78,26367,32497,15056,6736,4371,14251,2190,4909,right
83,47,48835,24701,30449,12156,11242,17586,4486,4915,left
40,53,10008,21477,5568,6645,11028,25700,2446,4916,left
81,43,29020,13496,6364,14757,8294,13456,3521,4917,left
57,51,17349,20866,20148,8193,5723,16544,4841,4921,up
69,24,894208,164545,12185,4263,24585,28919,5864,4935,down
29,43,144920,209675,12340,31337,5782,11846,7142,4935,down
60,54,94581,164502,5413,24697,8435,14049,4230,4964,left
54,10,669121,105504,13563,5011,12553,19074,7253,4966,left
30,48,70470,38394,17259,13175,11828,15216,1919,4969,left
100,78,83869,227146,54457,34670,11031,7042,1398,4976,right
29,44,11976,6341,10577,15995,5360,10767,2414,4979,up
60,67,320445,76035,22025,23717,13088,28456,8717,5000,down
41,87,119880,88400,39131,29057,9763,25375,10258,5001,down
53,26,107820,57562,3682,10594,12014,6458,8234,5007,up
83,67,206837,64943,45301,19652,8408,12323,2743,5021,right
64,60,16613,16306,15021,17960,9020,13799,6018,5028,up
53,34,359339,108219,41683,11718,18874,28000,4884,5036,down
91,60,14456,10354,4577,8893,6972,8052,2995,5065,up
56,1,276307,197059,15543,10983,9837,19927,3754,5079,down
51,57,269668,112326,40005,42318,10171,25433,3956,5082,down
44,64,101632,113391,25184,20469,24107,3984,5306,5093,down
63,47,62286,116597,14229,16020,6474,6531,5648,5100,left
44,20,109785,76558,6642,19516,11686,20173,2595,5101,left
69,37,613563,114319,13453,3107,16650,24698,6032,5133,down
44,1,66677,41171,7895,21063,4786,16404,2710,5138,left
48,53,98877,117440,15226,15963,19772,12693,8568,5143,left
63,34,674444,61897,7979,10061,6956,7855,7260,5148,down
51,44,215899,83268,6696,23663,8570,4596,8376,5157,down
43,53,72555,70700,44332,35245,10313,30391,7398,5171,down
41,53,385052,45231,6687,43186,8703,5049,8652,5176,down
56,63,94234,55161,16482,31140,10450,28918,5200,5187,up
97,37,155103,29250,2009,5952,13363,13774,6131,5190,up
29,16,168446,94947,106925,19657,12853,17759,6560,5205,left
78,51,517051,104163,13014,52738,11942,14748,2639,5214,left
56,66,146200,44563,23112,8256,5302,14990,2942,5223,left
47,23,258402,36091,22720,63689,15360,17773,3414,5228,left
74,70,147888,62027,8576,9979,9780,13294,6470,5234,down
60,81,502124,196757,29707,12610,10837,17839,5403,5235,down
75,50,2178,26625,36784,18112,13279,17752,5328,5242,up
90,56,141106,45533,31920,14914,4602,14157,3187,5257,left
38,53,303147,79939,25418,29460,13436,21137,8810,5286,down
38,43,452081,233486,28025,42004,14464,4988,3765,5319,left
83,56,21237,30025,25169,13890,8058,13853,5229,5324,right
51,56,225343,100793,22191,7036,6786,19019,1953,5343,left
53,41,2253,12402,5650,7337,8201,7542,4067,5346,up
80,78,57100,161927,26398,8791,5372,13128,6414,5360,left
53,54,7012,16217,486,11315,6529,8630,6732,5371,up
54,7,112507,409774,27131,29399,15242,20796,8934,5380,left
61,29,107155,98236,8636,20971,36249,55743,12036,5392,down
56,35,120323,41195,8988,8197,9855,27621,6470,5403,down
40,74,185188,61651,35980,13136,10597,4929,7046,5403,down
93,61,180082,18108,21108,11668,18844,14983,2149,5412,left
43,63,142075,52884,31221,23599,12181,7592,4308,5434,right
64,56,73594,170819,12998,29393,11871,16930,2596,5435,down
61,10,61168,119038,17785,5304,10940,15396,5936,5440,left
64,53,398941,105623,56764,18396,16387,20766,6325,5447,down
29,64,9401,38680,21944,7893,9334,8624,4876,5454,up
78,54,120959,204390,9775,15375,4352,16184,4869,5478,left
83,41,154124,21827,14473,11032,11069,11294,7658,5478,up
51,17,68121,186098,12462,21764,10523,10726,4099,5517,left
47,56,215389,98901,19718,19581,11743,33478,3932,5521,down
50,51,20335,135875,39894,9517,1072,2153,7880,5523,left
74,53,238057,199396,29364,7108,16692,15353,3736,5527,down
34,21,1356018,143658,53899,28433,17268,41120,7072,5538,up
56,50,110321,53161,16452,24542,9665,20456,7725,5539,down
61,37,728000,158030,7460,4716,9438,8695,5564,5547,left
69,60,3808,12901,40797,17155,12971,12938,6936,5553,up
84,77,15629,36864,9578,10309,3591,9255,1543,5565,right
44,51,181443,106182,17337,31473,17387,24294,4906,5575,down
27,54,55222,65144,31391,9523,11089,3545,3803,5607,down
63,60,652149,55939,14294,11261,6246,2293,5178,5615,down
8,29,104146,93077,77504,36914,20965,10823,6613,5627,left
93,50,92686,158942,24472,43519,14611,14650,1822,5637,left
24,91,65739,11476,18970,16962,4160,3498,4313,5648,right
48,84,208016,24902,48146,4699,5564,13363,2541,5650,right
47,35,122808,135938,20041,34907,9647,13382,3661,5666,left
47,16,179737,205298,8879,24830,12299,14303,11216,5667,down
40,47,238976,62832,42586,8470,7789,9188,2459,5670,left
41,61,623026,79132,13946,22372,8377,10467,8685,5677,down
53,20,156013,49618,19610,12281,7843,5591,6801,5689,up
77,43,191580,80183,36040,31995,8327,20737,10088,5693,down
74,35,78751,52420,7028,17778,8462,20255,5669,5703,left
91,37,780901,128937,17815,21691,22878,14359,7134,5711,left
61,56,81401,64983,63866,19157,8063,21753,8545,5716,left
63,41,450720,97657,12065,18826,9166,26047,4318,5721,up
61,17,164925,86309,32079,19071,11345,11837,10448,5724,down
64,53,65168,87694,7682,22398,8054,45209,4376,5727,down
63,41,141188,143315,11526,12677,9731,27970,3551,5748,left
100,51,535528,34629,47306,24107,5860,19668,3393,5761,left
91,17,96895,42793,2003,2105,9106,14892,5464,5762,down
64,47,91869,71754,8872,6062,6814,11200,4263,5764,down
69,100,255285,68618,15314,18120,22396,14388,7874,5776,down
51,47,692317,308544,56383,29421,10403,19908,7443,5787,down
61,35,494295,53541,4321,43285,7291,9163,6072,5792,left
61,80,69646,63370,9806,18068,9092,3596,4514,5802,left
57,43,112428,71004,37957,8841,20675,32010,10831,5812,left
83,11,155262,110093,34744,11960,8280,17764,3332,5823,down
74,41,217110,166821,12878,33500,22302,32580,9583,5824,down
48,67,253688,264434,34210,11199,10832,13795,5110,5835,down
69,70,384785,200915,94946,12464,27017,21946,3797,5842,down
61,30,95262,108712,26467,3997,7307,25204,5131,5846,left
21,47,971110,299388,35592,36718,6580,29695,7148,5869,down
57,74,92581,58810,24010,21338,1212,3118,5921,5885,left
27,43,272053,33451,23039,38518,11547,9141,4330,5892,left
44,56,877625,97459,14696,12088,4760,8295,7728,5921,down
80,51,241034,102637,27706,22989,13688,20430,9654,5934,down
64,84,126429,98424,13006,7565,11284,20817,10627,5937,down
51,88,109340,27587,78682,8117,10618,12903,6597,5944,down
74,11,31259,21901,9471,5043,3904,12100,2431,5957,up
61,17,1303588,157833,20470,16153,6879,8239,4133,5963,left
60,51,734065,127089,38804,25114,15596,26112,7145,5965,down
100,35,50129,8420,15886,4135,8429,21785,3520,5966,up
54,70,32888,30607,13628,13470,9435,13617,2411,5967,down
94,37,233219,161555,27850,10299,9561,19277,4950,5975,left
60,60,305839,30571,32198,16357,8877,16280,6936,5982,down
54,41,1202952,173290,41983,20230,3934,38741,5125,5992,left
50,80,76675,71174,15200,29800,21917,36604,4762,6043,right
56,35,745525,77635,23844,14901,10392,19415,3881,6067,down
96,61,8030,23846,18209,21782,4615,11647,2485,6070,right
34,66,200210,80355,45851,40237,5976,8672,1769,6075,up
67,57,69404,21444,13794,14188,11347,14858,8884,6128,down
75,50,73288,88223,11407,3316,4496,8140,2216,6130,left
24,16,98973,189396,28216,25478,12557,23259,9691,6179,down
61,66,168467,33963,9631,15315,6924,16151,7617,6188,down
64,63,396768,99071,43583,68304,9200,27152,14524,6188,down
41,64,1110426,327394,5244,5681,9352,20150,3925,6189,left
16,27,238136,98474,3129,18228,7581,4744,7553,6199,left
47,60,8412,58325,11048,2560,9512,11532,1954,6218,up
83,40,695330,17833,10346,22358,14108,11049,7218,6228,left
38,50,57550,14642,8053,13747,6381,13284,5122,6231,up
90,29,29681,15052,18569,9942,9028,18107,5065,6270,up
24,7,827748,361199,43478,28263,12662,18607,8016,6270,down
61,34,198689,101827,4159,34890,17439,6556,12192,6287,down
34,50,70580,61080,21169,5747,7663,7400,1860,6293,left
56,63,82331,81125,21622,37230,12025,12179,8685,6296,left
51,43,247732,78373,11990,23537,7063,17837,11822,6297,left
77,50,27853,8482,7687,7650,7977,14374,4171,6342,up
74,53,10751,13512,6963,7022,9764,6509,11193,6350,up
48,54,111019,110453,22591,16269,3300,3176,3253,6385,left
50,27,115904,322903,24052,40049,13117,35988,9100,6390,left
67,41,90064,72039,8438,38197,20565,19865,6147,6414,down
57,57,200224,58525,14655,13710,6761,13438,5670,6430,down
51,34,60259,117675,128825,12819,14039,9716,3496,6508,left
48,37,922313,131100,17693,110987,11682,38562,3727,6510,down
51,48,42497,37672,6245,22882,7514,16415,6789,6520,up
34,44,213492,74442,46069,18108,9571,9743,15329,6561,down
84,81,505871,59061,24734,17289,10798,10228,7046,6593,down
60,38,25485,6238,7696,5518,8190,17947,3653,6607,up
69,60,53972,14015,37950,8325,12989,14928,9931,6635,down
78,26,363659,151020,15011,11421,13819,6455,3748,6661,down
40,24,156972,228289,6163,16978,17788,23656,4860,6690,down
83,14,27106,23355,12824,9437,7404,6242,4198,6728,up
44,1,67746,185865,35129,9908,14577,9001,12013,6747,left
53,21,563252,136543,22448,24621,7503,24498,15036,6805,down
53,60,215499,63141,22354,11986,8993,10772,8016,6831,down
51,23,308859,92368,6683,15776,14942,8833,4182,6851,left
53,37,532444,124411,3007,10407,7670,12458,2300,6858,left
56,20,722706,110976,24795,14612,15513,28921,13371,6900,down
44,100,169506,111470,53659,31681,4205,17367,5288,7003,right
80,8,129612,78019,50703,15195,16798,22568,4227,7070,down
87,83,659349,59357,57500,6556,12338,22494,8834,7175,down
34,11,335420,120660,24534,21763,8173,25247,6050,7197,down
40,34,337731,169066,5293,31505,5932,10873,2115,7209,down
54,56,448662,168331,58833,41734,12014,12159,15616,7230,down
63,27,507254,110912,1545,11201,7155,12628,9916,7321,down
40,74,120010,24680,48520,9987,3834,25511,7802,7374,down
60,40,24704,58313,9452,10806,5879,6956,4476,7442,up
64,37,481596,115586,12101,9100,8498,11191,3978,7473,left
78,61,55410,20500,17291,10118,6556,11471,2001,7476,up
40,35,348894,62249,36829,11353,11494,13147,7580,7529,down
60,21,430162,95707,18191,21861,8336,37669,6530,7547,up
50,77,227590,82934,9615,9565,8540,16078,4605,7571,left
50,40,22738,66598,18490,11369,3178,4069,4322,7588,left
35,56,1027186,84507,37058,19658,7365,32240,11044,7603,down
17,54,157558,113620,59177,7100,9004,5070,4530,7612,left
30,44,137157,124809,9950,26896,12704,34307,5322,7652,up
90,43,5529,13621,12650,6951,14747,14085,2183,7736,up
100,66,101020,15350,22770,15290,8492,10066,8353,7745,down
63,26,357120,135832,15778,33015,14401,7156,10204,7808,down
66,35,217194,111790,15088,10243,9644,8481,5985,7982,down
69,69,34362,11255,17195,11928,8876,25337,3670,7984,up
54,64,147223,148468,31161,11914,14885,11313,2273,8008,right
93,57,9515,18948,13393,9135,16033,5200,20204,8026,up
75,53,565948,97061,25570,29099,5909,21885,5394,8027,down
87,41,195381,94294,38434,4156,21143,27690,2931,8127,down
93,90,105705,41402,17742,3510,1074,2251,2193,8199,right
64,70,799748,27678,21029,21666,11647,16595,7864,8206,down
48,47,46073,95880,9265,21846,6089,24211,7243,8359,up
74,50,90088,39462,8833,7640,19935,10205,4870,8406,up
60,53,104301,17709,14736,5260,11307,18261,5837,8419,down
75,53,186833,41637,18845,4170,16635,23785,4464,8587,down
80,75,198904,24050,43286,17314,12290,14090,10009,8646,down
90,70,780953,344141,125722,60373,11685,16365,9395,8834,right
50,54,155907,51228,53489,8691,9745,18168,5832,8911,down
74,70,220713,63856,41649,18386,18157,18073,8621,8999,down
44,4,313816,167905,22277,7221,14460,6509,10246,9005,left
100,70,436703,101161,21256,35522,25480,7981,9739,9102,down
66,97,38309,24861,13084,50771,8530,12092,8568,9176,down
75,54,586730,154882,28775,27790,7690,35270,6408,9221,down
90,11,306572,96461,25626,21845,14871,18878,4841,9289,left
78,40,60328,12015,6009,10634,9481,3387,3905,9330,up
75,48,115002,66353,3027,20822,9791,8115,6044,9349,up
77,60,331200,35142,18561,14263,8715,25439,6226,9379,down
87,70,3158,41450,8783,7081,4212,5563,2737,9608,right
57,38,188540,71216,33199,16824,7294,19735,5793,9679,down
74,47,88686,18358,44289,8288,9618,13056,5812,9912,left
77,41,865074,70268,24139,47379,11873,18042,4044,9997,down
69,21,565718,109603,21398,21952,8086,11753,5661,10145,up
40,54,122112,106869,11412,5927,17509,14377,6005,10155,down
66,41,416435,162274,42491,14223,41563,12209,9221,10246,up
63,11,228567,27510,12925,4210,15966,11193,6769,10516,left
35,50,156688,27395,23321,38007,16819,45103,6401,10591,down
47,84,167179,87890,33979,41275,9458,12122,9585,10894,down
56,35,180910,42662,18251,29593,8225,19956,4713,10923,left
74,74,322385,52648,15727,39770,10566,43467,7911,11133,down
54,30,1746954,134954,25062,11862,5943,12115,14882,11280,up
56,60,1083543,208540,53263,50445,19322,24153,12945,12015,down
77,69,5162,6452,14390,17533,8797,13126,1777,12574,right
56,74,696432,153045,73631,78285,42956,22292,10628,13489,down
80,54,178223,51375,38142,38835,7162,14364,4881,15429,right
48,40,51727,24047,3912,586,770,1429,469,15805,right
